epoch,accuracy,loss,negative,positive,pred_positive,roc_auc,sensitivity,specificity,true_negative,true_positive,val_accuracy,val_loss,val_negative,val_positive,val_pred_positive,val_roc_auc,val_sensitivity,val_speci,val_true_negative,val_true_positive
148,0.38582677,3.138315678,478,30,328,0.62953275,0.76666665,0.36192468,173,23,0.812785387,3.012931347,209,10,41,0.599043071,0.5,0.827751219,173,5
149,0.39566928,3.146728992,478,30,325,0.63800555,0.8,0.37029287,177,24,0.821917832,2.998585939,209,10,39,0.605263174,0.5,0.837320566,175,5
150,0.37992126,3.134984016,478,30,335,0.638424,0.8333333,0.35146442,168,25,0.826484025,2.984375477,209,10,38,0.609210551,0.5,0.842105269,176,5
151,0.3996063,3.136126995,478,30,319,0.57078105,0.73333335,0.3786611,181,22,0.826484025,2.970293999,209,10,38,0.610047817,0.5,0.842105269,176,5
152,0.38779527,3.101545334,478,30,331,0.65390515,0.8333333,0.35983264,172,25,0.826484025,2.956330776,209,10,38,0.606698573,0.5,0.842105269,176,5
153,0.43307087,3.072572708,478,30,310,0.6689679,0.8666667,0.40585774,194,26,0.831050217,2.942382813,209,10,37,0.610526323,0.5,0.846889973,177,5
154,0.37204725,3.075610161,478,30,335,0.5944561,0.76666665,0.34728032,166,23,0.826484025,2.928595066,209,10,38,0.609569371,0.5,0.842105269,176,5
155,0.4055118,3.045246124,478,30,320,0.6601813,0.8,0.38075313,182,24,0.81735158,2.914881229,209,10,40,0.609090924,0.5,0.832535863,174,5
156,0.36417323,3.070478678,478,30,341,0.5800558,0.8,0.3368201,161,24,0.808219194,2.901222944,209,10,42,0.635406673,0.5,0.822966516,172,5
157,0.37401575,3.066877127,478,30,330,0.5269177,0.7,0.35355648,169,21,0.808219194,2.887640476,209,10,42,0.656459332,0.5,0.822966516,172,5
158,0.4015748,2.999185324,478,30,324,0.6714784,0.8333333,0.374477,179,25,0.79908675,2.874144793,209,10,44,0.691387534,0.5,0.808612466,169,5
159,0.37401575,2.967109203,478,30,332,0.63751745,0.73333335,0.35146442,168,22,0.785388112,2.86073184,209,10,47,0.709090889,0.5,0.799043059,167,5
160,0.38582677,2.982609272,478,30,326,0.663947,0.73333335,0.36401674,174,22,0.785388112,2.847343922,209,10,47,0.722966492,0.5,0.799043059,167,5
161,0.41141734,2.955862522,478,30,309,0.5711994,0.6666667,0.39539748,189,20,0.780821919,2.834062338,209,10,50,0.748325348,0.600000024,0.789473712,165,6
162,0.39173228,2.971780062,478,30,325,0.6091004,0.76666665,0.36820084,176,23,0.780821919,2.820981264,209,10,50,0.748325348,0.600000024,0.789473712,165,6
163,0.4625984,2.937406778,478,30,293,0.7206067,0.8333333,0.43933055,210,25,0.780821919,2.807984829,209,10,50,0.749760747,0.600000024,0.789473712,165,6
164,0.42322835,2.945018768,478,30,311,0.61593443,0.8,0.39958158,191,24,0.780821919,2.795052767,209,10,50,0.7507177,0.600000024,0.789473712,165,6
165,0.42125985,2.909650564,478,30,314,0.6626918,0.8333333,0.39539748,189,25,0.780821919,2.782244921,209,10,50,0.749760747,0.600000024,0.789473712,165,6
166,0.4055118,2.906466961,478,30,318,0.6153417,0.76666665,0.3828452,183,23,0.776255727,2.769517183,209,10,51,0.744019151,0.600000024,0.784689009,164,6
167,0.4507874,2.904136896,478,30,297,0.64965135,0.8,0.4288703,205,24,0.771689475,2.756897449,209,10,52,0.760287106,0.600000024,0.779904306,163,6
168,0.44094488,2.878322124,478,30,298,0.62920153,0.73333335,0.42259413,202,22,0.771689475,2.744480848,209,10,52,0.758851647,0.600000024,0.779904306,163,6
169,0.44291338,2.844158888,478,30,303,0.72364014,0.8333333,0.41841003,200,25,0.771689475,2.73216486,209,10,52,0.758373201,0.600000024,0.779904306,163,6
170,0.42322835,2.864108324,478,30,315,0.65456766,0.8666667,0.39539748,189,26,0.771689475,2.719960451,209,10,52,0.758373201,0.600000024,0.779904306,163,6
171,0.4547244,2.823257208,478,30,289,0.63974893,0.7,0.43933055,210,21,0.771689475,2.707879066,209,10,52,0.760765553,0.600000024,0.779904306,163,6
172,0.46653542,2.828964233,478,30,285,0.6547769,0.73333335,0.4497908,215,22,0.771689475,2.695881128,209,10,52,0.760765553,0.600000024,0.779904306,163,6
173,0.44094488,2.798984528,478,30,296,0.64082986,0.7,0.4246862,203,21,0.771689475,2.683949232,209,10,52,0.760765553,0.600000024,0.779904306,163,6
174,0.4488189,2.79268074,478,30,296,0.66178524,0.76666665,0.4288703,205,23,0.771689475,2.672114372,209,10,54,0.7598086,0.699999988,0.775119603,162,7
175,0.4547244,2.766488314,478,30,293,0.7167015,0.76666665,0.43514645,208,23,0.767123282,2.660382271,209,10,55,0.759330153,0.699999988,0.770334899,161,7
176,0.43503937,2.790459633,478,30,307,0.6780335,0.8333333,0.41004184,196,25,0.767123282,2.648703575,209,10,55,0.7598086,0.699999988,0.770334899,161,7
177,0.4586614,2.783869028,478,30,289,0.6293933,0.73333335,0.44142258,211,22,0.767123282,2.637102365,209,10,55,0.7598086,0.699999988,0.770334899,161,7
178,0.48228347,2.734329939,478,30,283,0.72304744,0.8333333,0.46025103,220,25,0.762557089,2.625592947,209,10,56,0.758373201,0.699999988,0.765550256,160,7
179,0.47637796,2.733536243,478,30,278,0.6592225,0.7,0.4623431,221,21,0.762557089,2.614194155,209,10,56,0.758373201,0.699999988,0.765550256,160,7
180,0.42519686,2.719834328,478,30,306,0.6445607,0.73333335,0.40585774,194,22,0.753424644,2.602880955,209,10,58,0.758373201,0.699999988,0.755980849,158,7
181,0.4566929,2.723766804,478,30,292,0.6576011,0.76666665,0.43723848,209,23,0.744292259,2.591637135,209,10,60,0.759330153,0.699999988,0.746411502,156,7
182,0.46850392,2.702455997,478,30,280,0.6477685,0.6666667,0.45606694,218,20,0.726027369,2.580432653,209,10,64,0.758851647,0.699999988,0.727272749,152,7
183,0.47637796,2.706511497,478,30,280,0.6551255,0.73333335,0.46025103,220,22,0.721461177,2.569284439,209,10,65,0.758373201,0.699999988,0.722488046,151,7
184,0.44291338,2.685999393,478,30,309,0.7121339,0.93333334,0.4121339,197,28,0.716894984,2.558242321,209,10,66,0.742105246,0.699999988,0.717703342,150,7
185,0.4625984,2.69397521,478,30,281,0.60659,0.6333333,0.45188284,216,19,0.707762539,2.547292471,209,10,68,0.73983252,0.699999988,0.708133996,148,7
186,0.4586614,2.657707453,478,30,297,0.7311367,0.8666667,0.4330544,207,26,0.707762539,2.536394596,209,10,68,0.738277495,0.699999988,0.708133996,148,7
187,0.47047246,2.654679775,478,30,281,0.6719317,0.7,0.45606694,218,21,0.694063902,2.525568008,209,10,71,0.738756001,0.699999988,0.693779886,145,7
188,0.41338584,2.668721199,478,30,316,0.6570432,0.8,0.38912135,186,24,0.684931517,2.51484251,209,10,73,0.737320602,0.699999988,0.684210539,143,7
189,0.41732284,2.636425734,478,30,298,0.5046548,0.53333336,0.41004184,196,16,0.680365324,2.504180431,209,10,74,0.737799048,0.699999988,0.679425836,142,7
190,0.4606299,2.628311157,478,30,290,0.6623082,0.76666665,0.44142258,211,23,0.671232879,2.493623018,209,10,76,0.737799048,0.699999988,0.669856489,140,7
191,0.43700787,2.602512121,478,30,308,0.7025105,0.8666667,0.41004184,196,26,0.662100434,2.483114719,209,10,78,0.737799048,0.699999988,0.660287082,138,7
192,0.44291338,2.576275826,478,30,301,0.6893654,0.8,0.4205021,201,24,0.657534242,2.47266984,209,10,81,0.7401914,0.800000012,0.650717676,136,8
193,0.44094488,2.6112535,478,30,308,0.6836123,0.9,0.4121339,197,27,0.657534242,2.462363005,209,10,81,0.742105246,0.800000012,0.650717676,136,8
194,0.4055118,2.587614298,478,30,314,0.591318,0.7,0.3870293,185,21,0.643835604,2.45217514,209,10,84,0.740669847,0.800000012,0.636363626,133,8
195,0.4547244,2.581170082,478,30,291,0.6444212,0.73333335,0.43723848,209,22,0.639269412,2.442083597,209,10,85,0.740669847,0.800000012,0.631578922,132,8
196,0.42913386,2.553699732,478,30,306,0.6819038,0.76666665,0.4079498,195,23,0.630136967,2.432057858,209,10,87,0.744497597,0.800000012,0.622009575,130,8
197,0.4625984,2.566980362,478,30,285,0.6173291,0.7,0.44769874,214,21,0.630136967,2.422108412,209,10,87,0.746889949,0.800000012,0.622009575,130,8
198,0.4055118,2.585932732,478,30,314,0.5368549,0.7,0.3870293,185,21,0.616438329,2.41225481,209,10,90,0.748325348,0.800000012,0.607655525,127,8
199,0.4488189,2.549436331,478,30,298,0.6656206,0.8,0.42677826,204,24,0.616438329,2.402429581,209,10,90,0.749760747,0.800000012,0.607655525,127,8
200,0.41141734,2.575458527,478,30,313,0.5348675,0.73333335,0.3912134,187,22,0.602739751,2.392741203,209,10,93,0.749760747,0.800000012,0.593301415,124,8
201,0.38188976,2.526693583,478,30,328,0.58260113,0.73333335,0.35983264,172,22,0.602739751,2.383159876,209,10,93,0.750239253,0.800000012,0.593301415,124,8
202,0.3996063,2.502930641,478,30,323,0.67004883,0.8,0.374477,179,24,0.598173499,2.373629332,209,10,96,0.7507177,0.899999976,0.583732069,122,9
203,0.4015748,2.491109371,478,30,322,0.65869945,0.8,0.37656903,180,24,0.589041114,2.364144802,209,10,98,0.750239253,0.899999976,0.574162662,120,9
204,0.37598425,2.501411438,478,30,339,0.66227335,0.8666667,0.3451883,165,26,0.579908669,2.354703665,209,10,100,0.7492823,0.899999976,0.564593315,118,9
205,0.38779527,2.487058878,478,30,331,0.6496862,0.8333333,0.35983264,172,25,0.575342476,2.345345974,209,10,101,0.749760747,0.899999976,0.559808612,117,9
206,0.39370078,2.482051373,478,30,330,0.6874477,0.8666667,0.36401674,174,26,0.570776284,2.336093664,209,10,102,0.751196146,0.899999976,0.555023909,116,9
207,0.40944883,2.453133821,478,30,324,0.73254883,0.9,0.3786611,181,27,0.575342476,2.326882839,209,10,101,0.751674652,0.899999976,0.559808612,117,9
208,0.39370078,2.455703497,478,30,324,0.64051604,0.76666665,0.37029287,177,23,0.579908669,2.317744732,209,10,100,0.752153099,0.899999976,0.564593315,118,9
209,0.38188976,2.414651871,478,30,334,0.6872734,0.8333333,0.35355648,169,25,0.579908669,2.308675766,209,10,100,0.751196146,0.899999976,0.564593315,118,9
210,0.38582677,2.434560537,478,30,328,0.62813807,0.76666665,0.36192468,173,23,0.579908669,2.299630165,209,10,100,0.753588498,0.899999976,0.564593315,118,9
211,0.35629922,2.390257359,478,30,345,0.7240237,0.8,0.32845187,157,24,0.575342476,2.290659904,209,10,101,0.75454545,0.899999976,0.559808612,117,9
212,0.42716536,2.417989254,478,30,299,0.6157252,0.6333333,0.41422594,198,19,0.584474862,2.281777859,209,10,99,0.755023897,0.899999976,0.569378018,119,9
213,0.41732284,2.391762733,478,30,318,0.7117852,0.8666667,0.38912135,186,26,0.598173499,2.272946358,209,10,96,0.75454545,0.899999976,0.583732069,122,9
214,0.4055118,2.373597383,478,30,326,0.7509414,0.9,0.374477,179,27,0.598173499,2.264135122,209,10,96,0.75454545,0.899999976,0.583732069,122,9
215,0.41141734,2.409174681,478,30,311,0.6131799,0.7,0.39330545,188,21,0.598173499,2.255391598,209,10,96,0.761124372,0.899999976,0.583732069,122,9
216,0.41141734,2.379225492,478,30,317,0.6972106,0.8,0.3870293,185,24,0.602739751,2.246754646,209,10,95,0.764593303,0.899999976,0.588516772,123,9
217,0.4625984,2.341049671,478,30,291,0.72880054,0.8,0.44142258,211,24,0.607305944,2.238170147,209,10,94,0.764593303,0.899999976,0.593301415,124,9
218,0.4586614,2.327940464,478,30,295,0.7123082,0.8333333,0.43514645,208,25,0.611872137,2.229687929,209,10,93,0.766985655,0.899999976,0.598086119,125,9
219,0.4980315,2.34128952,478,30,271,0.66258717,0.76666665,0.48117155,230,23,0.621004581,2.221310377,209,10,89,0.7688995,0.800000012,0.612440169,128,8
220,0.496063,2.338445663,478,30,278,0.73633194,0.8666667,0.47280335,226,26,0.625570774,2.212962389,209,10,88,0.7688995,0.800000012,0.617224872,129,8
221,0.47834647,2.310094357,478,30,285,0.71182007,0.8333333,0.45606694,218,25,0.625570774,2.20471859,209,10,88,0.768421054,0.800000012,0.617224872,129,8
222,0.53149605,2.313525438,478,30,254,0.70313805,0.76666665,0.5167364,247,23,0.625570774,2.196558952,209,10,88,0.7688995,0.800000012,0.617224872,129,8
223,0.492126,2.301262379,478,30,272,0.6626918,0.73333335,0.47698745,228,22,0.630136967,2.188370705,209,10,87,0.7688995,0.800000012,0.622009575,130,8
224,0.47637796,2.305823803,478,30,276,0.66032076,0.6666667,0.46443516,222,20,0.634703219,2.180250406,209,10,86,0.769378006,0.800000012,0.626794279,131,8
225,0.48228347,2.258706093,478,30,279,0.7099721,0.76666665,0.46443516,222,23,0.643835604,2.172201395,209,10,84,0.770334899,0.800000012,0.636363626,133,8
226,0.5570866,2.290195942,478,30,241,0.7176081,0.76666665,0.54393303,260,23,0.648401797,2.164224863,209,10,83,0.769856453,0.800000012,0.641148329,134,8
227,0.52559054,2.2785151,478,30,253,0.69853556,0.7,0.5146443,246,21,0.652968049,2.156253815,209,10,82,0.770813406,0.800000012,0.645933032,135,8
228,0.4980315,2.295912743,478,30,261,0.605788,0.6,0.4916318,235,18,0.657534242,2.148389101,209,10,81,0.771770358,0.800000012,0.650717676,136,8
229,0.56692916,2.279197693,478,30,228,0.66499305,0.6333333,0.5627615,269,19,0.657534242,2.140613556,209,10,81,0.770813406,0.800000012,0.650717676,136,8
230,0.53149605,2.252308369,478,30,250,0.669735,0.7,0.5209205,249,21,0.666666687,2.132923841,209,10,79,0.770813406,0.800000012,0.660287082,138,8
231,0.52952754,2.272936583,478,30,243,0.5748605,0.56666666,0.52719665,252,17,0.671232879,2.125344753,209,10,78,0.772248805,0.800000012,0.665071785,139,8
232,0.5531496,2.273430824,478,30,227,0.5726988,0.5,0.55648535,266,15,0.671232879,2.117794275,209,10,78,0.772248805,0.800000012,0.665071785,139,8
233,0.5531496,2.245201111,478,30,241,0.7188982,0.73333335,0.54184103,259,22,0.671232879,2.110293388,209,10,78,0.772248805,0.800000012,0.665071785,139,8
234,0.5531496,2.23625493,478,30,235,0.61750346,0.6333333,0.54811716,262,19,0.671232879,2.102811098,209,10,78,0.772248805,0.800000012,0.665071785,139,8
235,0.5787402,2.220215559,478,30,236,0.74755925,0.8666667,0.5606695,268,26,0.675799072,2.095386744,209,10,79,0.772248805,0.899999976,0.665071785,139,9
236,0.5866142,2.208301306,478,30,230,0.74790794,0.8333333,0.5711297,273,25,0.675799072,2.088038683,209,10,79,0.771770358,0.899999976,0.665071785,139,9
237,0.5728347,2.213264227,478,30,225,0.63974893,0.6333333,0.5690377,272,19,0.675799072,2.08080101,209,10,79,0.771770358,0.899999976,0.665071785,139,9
238,0.5748032,2.204640627,478,30,224,0.6679219,0.6333333,0.5711297,273,19,0.671232879,2.073621511,209,10,80,0.771770358,0.899999976,0.660287082,138,9
239,0.5728347,2.174704075,478,30,239,0.7591353,0.8666667,0.5543933,265,26,0.671232879,2.066448927,209,10,80,0.771291852,0.899999976,0.660287082,138,9
240,0.5767717,2.197503328,478,30,225,0.6536611,0.6666667,0.5711297,273,20,0.671232879,2.059345722,209,10,80,0.771770358,0.899999976,0.660287082,138,9
241,0.5748032,2.176832199,478,30,226,0.66419107,0.6666667,0.5690377,272,20,0.666666687,2.052278042,209,10,81,0.771291852,0.899999976,0.655502379,137,9
242,0.56889766,2.15256238,478,30,221,0.6472106,0.53333336,0.5711297,273,16,0.666666687,2.045211554,209,10,81,0.771770358,0.899999976,0.655502379,137,9
243,0.56496066,2.178251266,478,30,233,0.70027894,0.7,0.55648535,266,21,0.666666687,2.038231373,209,10,81,0.772727251,0.899999976,0.655502379,137,9
244,0.6102362,2.171556234,478,30,206,0.6601464,0.6333333,0.6087866,291,19,0.666666687,2.031314135,209,10,81,0.772727251,0.899999976,0.655502379,137,9
245,0.61417323,2.101598978,478,30,214,0.803696,0.8,0.60251045,288,24,0.666666687,2.024428129,209,10,81,0.772248805,0.899999976,0.655502379,137,9
246,0.5905512,2.157289743,478,30,214,0.66569036,0.6,0.58995813,282,18,0.666666687,2.01761651,209,10,81,0.772727251,0.899999976,0.655502379,137,9
247,0.56496066,2.177855968,478,30,227,0.6061018,0.6,0.5627615,269,18,0.666666687,2.010906696,209,10,81,0.773684204,0.899999976,0.655502379,137,9
248,0.5866142,2.156226873,478,30,218,0.67357045,0.6333333,0.583682,279,19,0.662100434,2.004261732,209,10,82,0.774641156,0.899999976,0.650717676,136,9
249,0.5944882,2.150618315,478,30,212,0.64177126,0.6,0.59414226,284,18,0.662100434,1.99769032,209,10,82,0.77416265,0.899999976,0.650717676,136,9
250,0.57086617,2.096744061,478,30,230,0.7084379,0.7,0.5627615,269,21,0.657534242,1.99115026,209,10,83,0.773205757,0.899999976,0.645933032,135,9
251,0.5728347,2.14832592,478,30,225,0.626848,0.6333333,0.5690377,272,19,0.657534242,1.984660864,209,10,83,0.773564577,0.899999976,0.645933032,135,9
252,0.5846457,2.122309208,478,30,215,0.6308229,0.56666666,0.58577406,280,17,0.652968049,1.978252649,209,10,84,0.773684204,0.899999976,0.641148329,134,9
253,0.56692916,2.08212018,478,30,232,0.7050209,0.7,0.5585774,267,21,0.652968049,1.971892476,209,10,84,0.773684204,0.899999976,0.641148329,134,9
254,0.5885827,2.062022686,478,30,221,0.72224545,0.7,0.58158994,278,21,0.652968049,1.965556383,209,10,84,0.77416265,0.899999976,0.641148329,134,9
255,0.5944882,2.108401299,478,30,210,0.6124128,0.56666666,0.5962343,285,17,0.652968049,1.959259748,209,10,84,0.773684204,0.899999976,0.641148329,134,9
256,0.6023622,2.059283972,478,30,218,0.74951184,0.76666665,0.5920502,283,23,0.652968049,1.952998757,209,10,84,0.773684204,0.899999976,0.641148329,134,9
257,0.61811024,2.033610106,478,30,210,0.7685495,0.76666665,0.6087866,291,23,0.652968049,1.946775556,209,10,84,0.774641156,0.899999976,0.641148329,134,9
258,0.5748032,2.096721888,478,30,216,0.5923989,0.5,0.57949793,277,15,0.652968049,1.94060111,209,10,84,0.774641156,0.899999976,0.641148329,134,9
259,0.5925197,2.084992409,478,30,219,0.6562064,0.7,0.58577406,280,21,0.657534242,1.934523344,209,10,83,0.774641156,0.899999976,0.645933032,135,9
260,0.5964567,2.038111448,478,30,215,0.68242675,0.6666667,0.5920502,283,20,0.657534242,1.92849052,209,10,83,0.775598109,0.899999976,0.645933032,135,9
261,0.6476378,2.028137922,478,30,193,0.73504186,0.73333335,0.6422594,307,22,0.657534242,1.922528982,209,10,83,0.775119603,0.899999976,0.645933032,135,9
262,0.63188976,2.019841433,478,30,197,0.6923989,0.6666667,0.6297071,301,20,0.657534242,1.916577339,209,10,83,0.775598109,0.899999976,0.645933032,135,9
263,0.62795275,2.03500247,478,30,205,0.73448396,0.76666665,0.61924684,296,23,0.657534242,1.910698175,209,10,83,0.775119603,0.899999976,0.645933032,135,9
264,0.61811024,2.03525877,478,30,204,0.69637376,0.6666667,0.6150628,294,20,0.662100434,1.904883981,209,10,82,0.775598109,0.899999976,0.650717676,136,9
265,0.6574803,2.037284851,478,30,182,0.7137378,0.6333333,0.6589958,315,19,0.657534242,1.899137855,209,10,83,0.775119603,0.899999976,0.645933032,135,9
266,0.6456693,2.010805368,478,30,194,0.74947697,0.73333335,0.64016736,306,22,0.657534242,1.89346683,209,10,83,0.776076555,0.899999976,0.645933032,135,9
267,0.61614174,2.045134544,478,30,199,0.6613668,0.56666666,0.61924684,296,17,0.657534242,1.887932897,209,10,83,0.775598109,0.899999976,0.645933032,135,9
268,0.6594488,1.983766675,478,30,185,0.7169456,0.7,0.65690374,314,21,0.648401797,1.882444501,209,10,85,0.776555002,0.899999976,0.636363626,133,9
269,0.6496063,2.006824255,478,30,198,0.77343094,0.8333333,0.6380753,305,25,0.648401797,1.877024174,209,10,85,0.775598109,0.899999976,0.636363626,133,9
270,0.6102362,2.02695179,478,30,208,0.6649233,0.6666667,0.6066946,290,20,0.634703219,1.871667385,209,10,88,0.775598109,0.899999976,0.622009575,130,9
271,0.5925197,1.999948621,478,30,223,0.7107392,0.76666665,0.58158994,278,23,0.616438329,1.866294503,209,10,92,0.776076555,0.899999976,0.602870822,126,9
272,0.6082677,1.991608024,478,30,209,0.6957462,0.6666667,0.6046025,289,20,0.611872137,1.860908151,209,10,93,0.776555002,0.899999976,0.598086119,125,9
273,0.63582677,1.960773706,478,30,201,0.7398884,0.76666665,0.62761503,300,23,0.611872137,1.855507731,209,10,93,0.776555002,0.899999976,0.598086119,125,9
274,0.57086617,2.002284288,478,30,238,0.70620644,0.8333333,0.5543933,265,25,0.611872137,1.850132465,209,10,93,0.776555002,0.899999976,0.598086119,125,9
275,0.6043307,1.962110758,478,30,223,0.78919107,0.8666667,0.5878661,281,26,0.611872137,1.844745874,209,10,93,0.776076555,0.899999976,0.598086119,125,9
276,0.62795275,1.927282453,478,30,207,0.7874477,0.8,0.61715484,295,24,0.611872137,1.83934772,209,10,93,0.776076555,0.899999976,0.598086119,125,9
277,0.6023622,1.922588706,478,30,220,0.75808924,0.8,0.58995813,282,24,0.611872137,1.833857894,209,10,93,0.777033508,0.899999976,0.598086119,125,9
278,0.6023622,1.950305581,478,30,218,0.7416318,0.76666665,0.5920502,283,23,0.625570774,1.828389406,209,10,90,0.776076555,0.899999976,0.612440169,128,9
279,0.61811024,1.916083932,478,30,206,0.7373431,0.7,0.6129707,293,21,0.634703219,1.822871089,209,10,88,0.776555002,0.899999976,0.622009575,130,9
280,0.6082677,1.929804325,478,30,207,0.7011158,0.6333333,0.6066946,290,19,0.643835604,1.817425728,209,10,86,0.777511954,0.899999976,0.631578922,132,9
281,0.6555118,1.915936112,478,30,183,0.7234658,0.6333333,0.65690374,314,19,0.648401797,1.811996698,209,10,85,0.77799046,0.899999976,0.636363626,133,9
282,0.61811024,1.906937599,478,30,208,0.7617852,0.73333335,0.61087865,292,22,0.657534242,1.80666256,209,10,83,0.778468907,0.899999976,0.645933032,135,9
283,0.6633858,1.969303608,478,30,177,0.7146444,0.6,0.667364,319,18,0.666666687,1.801497459,209,10,81,0.778947353,0.899999976,0.655502379,137,9
284,0.61614174,1.92897892,478,30,209,0.714993,0.73333335,0.6087866,291,22,0.666666687,1.796398163,209,10,81,0.778947353,0.899999976,0.655502379,137,9
285,0.6535433,1.929688573,478,30,176,0.64337516,0.5,0.66317993,317,15,0.666666687,1.791343689,209,10,81,0.778947353,0.899999976,0.655502379,137,9
286,0.6574803,1.915738583,478,30,180,0.652371,0.6,0.6610879,316,18,0.666666687,1.786327481,209,10,81,0.778468907,0.899999976,0.655502379,137,9
287,0.6515748,1.932266712,478,30,181,0.63570434,0.56666666,0.65690374,314,17,0.671232879,1.781399131,209,10,80,0.77799046,0.899999976,0.660287082,138,9
288,0.6771653,1.903330684,478,30,170,0.67740583,0.6,0.6820084,326,18,0.671232879,1.776457667,209,10,80,0.779425859,0.899999976,0.660287082,138,9
289,0.6692913,1.894020557,478,30,174,0.6782078,0.6,0.6736402,322,18,0.680365324,1.77155602,209,10,78,0.779425859,0.899999976,0.669856489,140,9
290,0.6909449,1.901507497,478,30,167,0.72534865,0.6666667,0.69246864,331,20,0.684931517,1.766701579,209,10,77,0.779425859,0.899999976,0.674641132,141,9
291,0.6948819,1.881598592,478,30,171,0.754219,0.76666665,0.6903766,330,23,0.684931517,1.761908531,209,10,77,0.779425859,0.899999976,0.674641132,141,9
292,0.6437008,1.914004683,478,30,179,0.623152,0.46666667,0.65481174,313,14,0.684931517,1.757207155,209,10,77,0.778947353,0.899999976,0.674641132,141,9
293,0.68503934,1.903579235,478,30,164,0.6493724,0.56666666,0.69246864,331,17,0.684931517,1.752578259,209,10,77,0.778468907,0.899999976,0.674641132,141,9
294,0.6653543,1.877911925,478,30,176,0.652371,0.6,0.66945606,320,18,0.684931517,1.748016596,209,10,77,0.778947353,0.899999976,0.674641132,141,9
295,0.6732283,1.905245543,478,30,174,0.6914226,0.6333333,0.6757322,323,19,0.684931517,1.743524551,209,10,77,0.778468907,0.899999976,0.674641132,141,9
296,0.7027559,1.86047554,478,30,157,0.761576,0.6,0.70920503,339,18,0.684931517,1.739070058,209,10,77,0.778468907,0.899999976,0.674641132,141,9
